7
17
113
43
7
51
-56
-33
-28
-12
-6
13
-30
44
12
18
146
89
37
19
5
101
49
-14
143
-36
35
8
-16
108
30
-26
150
20
-30
23
-6
34
33
-37
178
17
41
-27
-1
-37
-76
-12
-59
-20
-35
3
-63
25
82
18
118
-40
100
-2
109
16
118
-0
-306
37
40
-6
-18
16
-17
-28
-15
29
0
-169
436
4
-120
